scan_filename,supplier,q_class,commodity,invoice_number,issue_date,due_date,tax_point_date,period_from,period_to,amount_ex_vat,amount_inc_vat,customer_tax_id,supplier_tax_id,consumption_point_code,pdf_path
faktura_GPR2024778827.pdf,GasPraha s.r.o.,Q3,plyn_mo,GPR2024778827,2024-07-12,2024-07-26,,2024-01-01,2024-06-30,60006.96,,00262812,66778899,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\gaspraha\Q3\faktura_GPR2024778827.pdf
faktura_GPR2024544393.pdf,GasPraha s.r.o.,Q3,plyn_mo,GPR2024544393,2024-07-13,2024-07-27,,2024-01-01,2024-06-30,64203.45,,00271624,66778899,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\gaspraha\Q3\faktura_GPR2024544393.pdf
faktura_TPL2024787991.pdf,TermoPlyn a.s.,Q1,plyn_mo,TPL2024787991,2024-07-13,2024-07-27,,2024-01-01,2024-06-30,29824.27,,00314021,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q1\faktura_TPL2024787991.pdf
faktura_TPL2025944554.pdf,TermoPlyn a.s.,Q1,plyn_mo,TPL2025944554,2025-01-06,2025-01-20,,2024-07-01,2024-12-31,17447.35,,00262812,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q1\faktura_TPL2025944554.pdf
faktura_TPL2025524252.pdf,TermoPlyn a.s.,Q1,plyn_mo,TPL2025524252,2025-01-18,2025-02-01,,2024-07-01,2024-12-31,58485.57,,00314021,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q1\faktura_TPL2025524252.pdf
faktura_TPL2024861842.pdf,TermoPlyn a.s.,Q2,plyn_mo,TPL2024861842,2024-07-15,2024-07-29,,2024-01-01,2024-06-30,80461.3,,00271624,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q2\faktura_TPL2024861842.pdf
faktura_TPL2024408054.pdf,TermoPlyn a.s.,Q2,plyn_mo,TPL2024408054,2024-07-10,2024-07-24,,2024-01-01,2024-06-30,41348.14,,00262812,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q2\faktura_TPL2024408054.pdf
faktura_TPL2025880360.pdf,TermoPlyn a.s.,Q2,plyn_mo,TPL2025880360,2025-07-12,2025-07-26,,2025-01-01,2025-06-30,35305.28,,00314021,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q2\faktura_TPL2025880360.pdf
faktura_TPL2025558976.pdf,TermoPlyn a.s.,Q3,plyn_mo,TPL2025558976,2025-07-16,2025-07-30,,2025-01-01,2025-06-30,17829.31,,00262812,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q3\faktura_TPL2025558976.pdf
faktura_TPL2025238948.pdf,TermoPlyn a.s.,Q3,plyn_mo,TPL2025238948,2025-01-08,2025-01-22,,2024-07-01,2024-12-31,42843.94,,00271624,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q3\faktura_TPL2025238948.pdf
faktura_TPL2025606545.pdf,TermoPlyn a.s.,Q3,plyn_mo,TPL2025606545,2025-07-09,2025-07-23,,2025-01-01,2025-06-30,74063.99,,00271624,77889900,,C:\Users\kseni\ai_invoice_extractor\data\ds3\plyn_mo\termoplyn\Q3\faktura_TPL2025606545.pdf
